gene_id	normalized_count	barcode	tissue_type
SYCP1|6847	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYCP2L|221711	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYCP2|10388	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYCP3|50511	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYDE1|85360	308.5399	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYDE2|84144	57.8512	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYF2|25949	1060.6061	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYK|6850	325.0689	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYMPK|8189	2042.6997	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYN1|6853	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYN2|6854	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYN3|8224	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNCRIP|10492	2163.9118	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNC|81493	29.1047	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNE1|23345	1523.4160	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNE2|23224	1765.8402	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNGAP1|8831	163.9118	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNGR1|9145	263.9118	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNGR2|9144	2274.1047	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNGR3|9143	13.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNGR4|23546	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNJ1|8867	223.1405	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNJ2BP|55333	1322.3140	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNJ2|8871	312.6722	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNM|23336	263.0854	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNPO2L|79933	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNPO2|171024	530.3030	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNPO|11346	3809.9174	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNPR|132204	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYNRG|11276	736.9146	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYPL1|6856	1727.2727	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYPL2|284612	325.0689	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYP|6855	24.7934	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYS1-DBNDD2|767557	13.0303	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYS1|90196	1076.8320	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT10|341359	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT11|23208	176.3085	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT12|91683	1438.0165	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT13|57586	42.6997	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT14L|401135	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT14|255928	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT15|83849	44.0771	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT16|83851	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT17|51760	278.2369	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT1|6857	48.2094	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT2|127833	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT3|84258	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT4|6860	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT5|6861	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT6|148281	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT7|9066	1477.9614	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT8|90019	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYT9|143425	89.5317	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYTL1|84958	183.1956	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYTL2|54843	234.1598	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYTL3|94120	53.7190	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYTL4|94121	530.3030	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYTL5|94122	163.9118	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
SYVN1|84447	2801.6529	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAAR1|134864	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAAR2|9287	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAAR5|9038	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAAR6|319100	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAAR8|83551	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAAR9|134860	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAB1|10454	854.5455	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAB2|23118	1988.9807	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAB3|257397	1085.3994	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAC1|6863	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAC3|6866	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAC4|255061	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACC1|6867	1473.8292	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACC2|10579	388.4298	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACC3|10460	265.8402	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACO1|51204	1305.7851	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACR1|6869	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACR2|6865	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACR3|6870	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TACSTD2|4070	157.0248	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TADA1|117143	643.2507	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TADA2A|6871	104.6832	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TADA2B|93624	858.1267	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TADA3|10474	2249.4215	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF10|6881	1184.5730	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF11|6882	553.7190	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF12|6883	290.6336	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF13|6884	90.9091	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF15|8148	2637.7410	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF1A|9015	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF1B|9014	88.1543	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF1C|9013	860.8815	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF1D|79101	377.6997	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF1L|138474	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF1|6872	395.3168	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF2|6873	334.7107	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF3|83860	64.7383	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF4B|6875	31.6804	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF4|6874	282.3691	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF5L|27097	531.6804	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF5|6877	68.8705	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF6L|10629	783.7466	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF6|6878	690.0826	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF7L|54457	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF7|6879	1933.8843	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF8|129685	388.4298	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF9B|51616	415.9780	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAF9|6880	1030.3030	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAGAP|117289	196.9697	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAGLN2|8407	7194.2149	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAGLN3|29114	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAGLN|6876	4509.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAL1|6886	73.0028	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAL2|6887	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TALDO1|6888	3227.2727	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TANC1|85461	458.6777	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TANC2|26115	97.7961	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TANK|10010	1026.1708	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAOK1|57551	28.9256	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAOK2|9344	1187.3278	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAOK3|51347	747.9339	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAP1|6890	1355.3719	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAP2|6891	690.4270	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAPBPL|55080	1045.4545	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAPBP|6892	7077.1350	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAPT1|202018	1611.5702	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARBP1|6894	227.2727	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARBP2|6895	577.1350	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARDBP|23435	2860.8815	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARM1|441864	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARP|445347	46.8320	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARS2|80222	803.0303	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARSL2|123283	162.5344	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TARS|6897	1365.0138	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS1R1|80835	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS1R2|80834	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS1R3|83756	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R10|50839	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R13|50838	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R14|50840	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R16|50833	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R19|259294	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R1|50834	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R20|259295	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R30|259293	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R31|259290	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R38|5726	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R39|259285	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R3|50831	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R40|259286	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R41|259287	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R42|353164	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R43|259289	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R46|259292	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R4|50832	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R50|259296	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R5|54429	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R60|338398	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R7|50837	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R8|50836	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAS2R9|50835	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TASP1|55617	81.2672	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TATDN1|83940	241.0468	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TATDN2|9797	698.3471	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TATDN3|128387	245.1791	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAT|6898	22595.0413	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAX1BP1|8887	2035.8127	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAX1BP3|30851	1055.3994	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TAZ|6901	417.3554	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D10A|83874	429.7521	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D10B|26000	640.4959	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D10C|374403	318.1818	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D12|23232	170.7989	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D13|54662	745.1791	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D14|57533	891.1846	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D15|64786	1009.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D16|125058	155.6474	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D17|79735	1510.3857	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D19|55296	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D1|23216	1325.0689	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D20|128637	743.8017	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D21|161514	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D22A|25771	516.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D22B|55633	174.9311	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D23|55773	690.0826	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D24|57465	475.3581	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D25|4943	311.2948	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D26|353149	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D28|254272	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D29|26083	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D2B|23102	1621.2121	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D2|55357	378.7879	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D3B|414059	219.0083	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D3C|414060	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D3G|654341	33.0579	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D3H|729877	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D3P2|440452	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D3|729873	177.5207	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D4|9882	555.0964	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D5|9779	877.4105	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D7|51256	169.4215	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D8B|54885	261.7080	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D8|11138	942.1488	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D9B|23061	3176.3085	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBC1D9|23158	900.8264	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCA|6902	1517.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCB|1155	789.7383	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCCD1|55171	213.9394	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCC|6903	387.0523	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCD|6904	1735.8540	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCEL|219899	378.7879	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCE|6905	339.3251	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBCK|93627	301.1708	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBK1|29110	542.6997	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBKBP1|9755	154.2700	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBL1XR1|79718	1644.6281	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBL1X|6907	1092.2865	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBL1Y|90665	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBL2|26608	690.0826	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBL3|10607	1117.0799	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBPL1|9519	238.2920	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBPL2|387332	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBP|6908	196.9697	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBR1|10716	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBRG1|84897	866.3912	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBRG4|9238	1246.5565	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX10|347853	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX15|6913	779.6143	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX18|9096	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX19|9095	20.6612	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX1|6899	35.8127	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX20|57057	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX21|30009	103.3058	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX22|50945	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX2|6909	362.2590	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX3|6926	1143.2507	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX4|9496	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX5|6910	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBX6|6911	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBXA2R|6915	417.3554	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TBXAS1|6916	367.7686	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TC2N|123036	172.1763	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCAM1P|146771	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCAP|8557	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEA1|6917	1232.7824	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEA2|6919	969.6970	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEA3|6920	4000.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL1|9338	285.1240	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL2|140597	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL3|85012	199.7245	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL4|79921	1582.6446	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL5|340543	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL6|158931	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL7|56849	22.0386	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEAL8|90843	618.4573	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEANC|170082	33.0579	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEB1|6921	429.7521	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEB2|6923	1753.4435	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEB3B|51224	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEB3C|162699	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCEB3|6924	1402.2314	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCERG1L|256536	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCERG1|10915	396.6942	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF12|6938	710.7438	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF15|6939	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF19|6941	115.7025	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF20|6942	578.5124	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF21|6943	304.4077	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF23|150921	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF25|22980	2862.2590	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF3|6929	669.4215	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF4|6925	634.9862	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF7L1|83439	533.0579	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF7L2|6934	606.0606	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCF7|6932	389.8072	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCFL5|10732	243.8017	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCHHL1|126637	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCHH|7062	19.2837	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCHP|84260	176.3085	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCIRG1|10312	2455.9229	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCL1A|8115	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCL1B|9623	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCL6|27004	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCN1|6947	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCN2|6948	698.3471	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCOF1|6949	516.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP10L2|401285	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP10L|140290	313.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP10|6953	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP11L1|55346	99.1736	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP11L2|255394	74.3802	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP11|6954	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCP1|6950	2272.5069	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTA|6988	1079.8898	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTE1|202500	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTE3|6991	44.0771	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTEX1D1|200132	272.7273	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTEX1D2|255758	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTEX1D4|343521	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTN1|79600	311.2948	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTN2|79867	77.1350	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TCTN3|26123	849.8623	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDGF1|6997	154.2700	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDGF3|6998	19.2837	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDG|6996	203.8567	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDH|157739	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDO2|6999	8621.2121	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDP1|55775	196.9697	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDP2|51567	990.3581	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD10|126668	52.3416	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD12|91646	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD1|56165	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD3|81550	228.6501	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD5|163589	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD6|221400	52.3416	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD7|23424	318.1818	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRD9|122402	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRG1|732253	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TDRKH|11022	96.4187	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TEAD1|7003	892.5620	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TEAD2|8463	411.8457	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TEAD3|7005	422.8650	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TEAD4|7004	108.8154	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
TECPR1|25851	265.8402	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
