C11orf17
ANGPT2
POGZ
UGGT2
C7orf27
HNRNPU
SAMD4B
SOCS7
SLC12A9
ORMDL2
C1orf124
CCDC41
NCOR2
CCDC112
RBM3
ALG1
NSF
NARF
C11orf68
KIFC2
ZFAT
CACYBP
SSRP1
SFRS8
VSIG10
E2F2
NAGPA
RNPEPL1
DZIP3
TNRC18
ALKBH6
ATAD2
RHOA
PSMD14
RHOC
RAD21
PTGES3
GMFB
ERCC3
GBAP1
NSMCE2
SNX15
RAD51C
MGC23270
TOMM20
GATAD2B
FANCD2
DDX49
ANO10
N4BP3
EIF2B2
ANKS6
CLTA
ARMC1
CREB3L2
LEPRE1
ANKRD13B
IRF5
TRMT1
SART1
RPL23AP7
LOC220930
CAMSAP1L1
CKLF
PPP2R3B
MAP4K4
NAA10
SNAPC2
VPS33B
CBLN1
KIF4A
EXOC3
RAB3GAP2
NAA20
SLC25A39
TBC1D16
PLA2G4C
POLQ
ZMIZ2
CLDN15
DCAF4
ZBTB7B
RNF44
TOMM6
NT5DC2
ZNF200
XPO6
SNAP47
TAOK2
SPRYD3
GINS4
POLR2K
SYPL1
ADM2
PHF20L1
RPRD1A
PRKAB1
MEN1
ELP2P
ZNF2
COMMD2
EP400
ZNF252
KNTC1
CHD4
RAB23
QRICH2
ZNF260
SIX5
CAPRIN1
MEF2D
FANCB
MBOAT7
C10orf88
TRAPPC9
BRD8
PFDN6
PHOSPHO2
SLC7A6
TMEM136
RELL2
ARIH2
C7orf36
ZNF16
TTK
NOMO1
KCNN3
B4GALT7
PSMB4
HAUS1
C13orf34
AGBL5
ATP6V1C2
ZWILCH
TUG1
ATG7
PDCD6
HEATR6
C11orf84
POC1A
GATSL1
GK5
GAS2L1
TAB1
CD2BP2
C6orf134
PSRC1
BOLA1
LOC100134713
AP3M2
NCKIPSD
SRGAP2
SCN4B
B3GNTL1
TRIM59
UQCRHL
KIF15
ARHGEF37
MANF
DNAJC6
ANAPC4
LRRC42
E4F1
CDYL
TBL2
CXorf23
PSMD8
RFC3
APIP
GDI1
CDKN2BAS
FKBPL
THAP8
FRS3
REEP4
LOXL2
RBCK1
HIST1H2BN
CCDC86
HDGFRP2
RUFY1
MASTL
SRM
CSTF2
TRIP4
OCRL
FBXL22
SOLH
MED12
CCDC132
TACC2
WDR53
NISCH
HOXA13
C3orf64
IFT81
PLEKHA9
FANCM
HOXD9
ZNF434
EIF3C
WDR70
SMARCC1
UBR5
UHRF1
LOC541471
PLEKHG2
MFAP1
PSMG3
DNAJC2
RALGAPB
LUC7L3
C15orf23
SNRPD1
LAMB4
ATR
GORASP2
BANF1
THTPA
PDCD2L
ZNF219
BAK1
ZNF563
PCDH17
MAP4
DMWD
ZNF792
ATP5J2
TELO2
AP1S1
WSB2
SLC46A1
LYRM4
DNMT3B
POLR2J4
MSTO2P
ARHGAP11B
C21orf58
GNAZ
PHF6
POMT2
DARS2
RPS6KA4
AVL9
RHEBL1
PLCG1
B3GAT3
RBM12B
TIPIN
C15orf39
C5orf51
TMC7
STARD3
SLC25A43
CDCA4
ACACA
BOLA2
PRR3
LOC92973
C8orf45
FLYWCH2
HEATR7A
RBMX
NUSAP1
CCDC64
HDAC11
GPS1
SHKBP1
ZNF628
ZNF555
ZNF92
ATF6B
TSSC1
PVRL1
DCAF13
ABCF1
FAM21B
ZNF273
TDRKH
UTP18
SPIRE2
JAG2
SCML2
RUVBL2
PA2G4P4
FTSJ1
ASF1B
COL4A2
OXA1L
ZIC2
ACTR5
DHX16
ZNF480
THUMPD3
GSG2
ZNF766
EIF2C2
NRM
SLC9A6
MDK
BRMS1
RPS6KC1
TBX19
TRAPPC4
COX19
CDCA2
LOC222699
EIF3B
ZNF248
ZMYND19
ADCK2
TPR
HSPB11
NACC1
HN1
SMURF1
SETD4
FGD1
ALKBH4
MCM10
CCT8
ZNF346
TRIM45
C7orf49
SNF8
PTPRG
LMNA
TTF2
SNRPA1
CCDC46
TIMELESS
PSMC2
CDC25B
CYBASC3
GIGYF1
NPEPL1
C5orf32
RAB3B
CSNK1G1
UBAP2
C21orf56
CENPI
ERLEC1
C19orf48
CHCHD3
ALG8
L3MBTL
ZSCAN20
FAM72B
ZNF398
PRKCA
GBP2
ABHD4
TTC27
LRRC57
GPAA1
LRRC1
PUF60
SEC61A1
ADSL
RGS12
ZNF77
LASS5
ITGB1BP1
TAF10
C1orf26
DLAT
RBM45
EIF3CL
SIRT6
LMNB2
BOP1
RALY
BAT4
ZNF76
SEZ6L2
GLRX3
KIAA1524
HYOU1
GGPS1
FAP
CIZ1
PWP1
TRNAU1AP
ZNF785
IFT52
RIT1
LOC81691
KCNH4
PDE6D
E2F1
CENPW
SMYD5
HM13
SMARCB1
MAPT
DDX59
BRAP
LOC100128191
LOC440944
ZNF48
RBPMS2
PPP1CC
POGK
IP6K2
NIF3L1
ZMYM3
TFG
PIK3R2
C22orf23
PRR16
SEMA6C
MSI2
ATP6V1H
COMMD4
HMGA1
BOLA3
MLST8
GSK3A
OSBP2
RTN2
MPV17L2
GINS2
EME1
GRAMD1A
DEAF1
CMTM4
RARS
CENPJ
C12orf27
GIPC1
AMBRA1
PSMB5
NRD1
SGSM3
TP53I3
RBM24
GLT25D1
C12orf47
VPS8
IMPDH2
PELI3
KIAA1462
TTC35
ZNF318
C21orf45
CCDC123
BLM
UBA1
TMEM198
BAT2
TP53BP1
ZNF34
ATP6V1F
HSPA12B
CEP97
TUBG2
CREB3L4
ASPM
C14orf169
KIF2A
TSEN2
DGKD
RALBP1
ATAD5
PRKD2
MAPKAPK5
SFRS14
RRP12
COMMD5
NKAP
NME2
DIAPH3
RASSF1
TBRG4
PMS2
GLMN
ALG6
LOC728743
TSNAX
GNB1L
KIF14
BCAP31
DCTPP1
TRIM25
RPL13P5
PAK1
KIFAP3
ZMPSTE24
CHCHD4
POLR2J3
EIF3D
SMYD3
ING5
TMCO3
EPS8L3
ZNF862
NOP56
PLCB1
ERCC2
SRCAP
TXNL4A
RNPEP
SF3A2
ZNF3
DDIT3
VPS52
OIP5
PCIF1
CKAP4
FAM72D
UBL7
CDKN2C
CCT4
DNMT1
DAPK2
ARL17A
C20orf27
ANAPC5
AAAS
PDGFRB
C20orf117
ITGA6
FAM168B
MTP18
OSBPL3
FAM50A
SFI1
ZC3HC1
SYMPK
CDKAL1
C18orf54
DCLK3
IPO4
C3orf63
CDK16
TBCB
SOX12
ARFRP1
SUMO2
LSM11
ATP13A2
PDLIM7
THEM5
FAM78B
DUSP18
MGC12982
C8orf55
LAGE3
IGSF8
ZNF706
ANKRD43
CHTF18
PARP1
ALPK3
IFRD2
ROBO1
ACTN4
C1orf198
C20orf96
EBF2
TRIM37
HAUS3
DFNB31
PAXIP1
IFT80
SQSTM1
THOC4
MRPL9
SESTD1
COBRA1
HSF1
UTP6
CLPTM1
PDAP1
SLC22A5
CCDC88A
PMF1
UQCRH
HAT1
NHP2
DTNBP1
TAX1BP1
DPP3
TAF1B
SRPK1
SND1
NIPA2
LOC341056
QPCTL
CENPQ
RAD51AP1
WDR83
C1orf183
TROAP
RAB11FIP4
STK35
USP46
NPM1
TRIM3
YWHAB
NCRNA00152
KDM5C
LOC144486
LOC91316
HAX1
C17orf37
TMEM8B
DDOST
C1orf216
ZNF497
LRRC45
UBTF
HARBI1
MAP3K9
DCLRE1C
HIST1H4H
MSMP
RASGRF2
AKT1S1
SLC38A6
RAP2A
IGSF3
NCBP2
MPP3
LOC100133612
NUF2
C13orf37
MRPS17
C19orf55
FGF13
OGG1
ASAP2
CD46
SEPT5
NCRNA00095
DENR
HOXD8
COPE
SNHG3
BAZ2A
TMEM199
PPIAL4G
GTF3C2
BRCA2
DCLRE1B
ZNF512
U2AF2
PRR12
RPGRIP1L
MND1
SNRNP200
SRRD
PPIL2
DHX35
HIST1H2BG
ERCC8
PLXNA2
COPG
C4orf14
RHO
ZNF436
KRTCAP2
MAP2K2
PPP1R14B
ANXA2
ALS2CL
C6orf125
TAF9
ZNF786
ZSCAN29
LCMT1
ZBTB17
KIF20B
CETN2
C5orf44
C15orf40
HPS4
NUP85
HIST1H2BJ
AP2A1
MTMR14
DHX9
PVT1
SIX4
PARG
TSC22D4
AIDA
RHBDF2
KIAA0652
NCRNA00107
ZNF384
BCL9
SNUPN
LRDD
ARV1
PIGG
CXorf40B
PPAT
BOD1
QRICH1
GTF2H2C
ZNF530
SPON2
TPRKB
SENP1
CCDC22
ZNF138
FBXW8
FAM118B
ZFR
UBD
RPSA
CALU
RBM8A
GPATCH3
CNOT6
ZNF845
APLN
C1orf43
C18orf10
TMEM147
C20orf111
TATDN3
ADCK1
ENTPD1
ELAVL1
KDM5B
C19orf29
RGS9BP
PRDM12
DCTN4
ENGASE
LRP11
TYK2
ANKS3
SKIV2L
ZNF193
ZNF322A
ZNF212
E2F4
C17orf53
CHAF1B
CLEC18A
EIF2B5
SEC22C
APEX2
NUP43
UBOX5
NOL3
TFIP11
PMS1
NSUN5P1
DDX27
CYB561D2
IRF3
C19orf50
EXOSC5
CDK5RAP3
ABCB9
CCDC107
TMEM167A
RPSAP58
FAM53A
FAM113A
TCF20
DDX51
CCDC77
STRBP
BZW2
COPA
ZNF324B
FAM72A
ZNF461
MDC1
RECQL
KIF2C
FAM193A
C1orf109
EIF4A3
XRRA1
NPTN
TIGD3
SUMF2
STIL
C1orf227
C8orf51
FANCA
C5orf39
ZNF431
ZNF425
LPGAT1
C4orf10
LSM2
C7orf29
C3orf54
ADAR
PKN1
C12orf39
PTMA
RCE1
HEXB
XPR1
KIF18B
CPNE1
INO80E
GGCT
IFT27
HNRNPUL1
BCL6B
PMS2L1
DCAF16
TBC1D25
FAM162B
PSMD11
TMEM55B
RP9
MRE11A
LAPTM4B
C7orf13
SASS6
PRRC1
NETO2
CRIP3
C6orf64
CSNK2B
GLTSCR1
HIST1H3J
PPFIA3
ANKAR
ATP6V1E2
PTGFRN
CEP290
ABCD1
REXO4
DDX12
HSPH1
PLA2G6
BRSK1
CYTH3
ADAMTS7
ECD
HIST1H3E
CCDC163P
SLC39A10
C8orf30A
MEGF8
TSPAN8
BAX
MRPL24
FTSJ2
EIF2S2
CUL4B
TRMT61A
POLH
LETM1
TRIM62
SLC41A1
MTX2
PEX6
C6orf47
PGCP
GAPDH
CYTH2
SQLE
UBA5
ADIPOR1
RNF157
PYCRL
SLC1A4
XRCC4
FZD6
C2orf76
EXOSC9
POLG2
TUSC2
BYSL
ENOPH1
PCDH12
PPIH
ALS2CR4
PIP4K2C
DRAP1
PIGZ
ZNF232
CYB5RL
GTF3C3
MTERFD1
LOC220729
KCNJ14
FAM110A
CBX5
EID2B
CDK5R1
MYST2
XPOT
PFKFB2
MAPK8IP2
MICA
BCL2L12
SART3
DTNA
RFWD3
BNIPL
UNKL
TMEM165
CCDC130
BTBD10
KPTN
RMI1
ZNF468
KHNYN
SSR1
ZNF490
ZNF320
HDAC4
VRK1
H2AFV
SLC35E4
ZBTB41
RBM41
CNOT10
LRFN3
ARHGAP19
PALB2
C3orf18
POU2F1
ORC6L
CCT7
PRRT3
LAS1L
CNPY2
ORC1L
ACTR8
DSCR9
RNF20
TXNDC9
MRS2
PLXNC1
FAM13C
BEND3
SEC13
KIF21B
PJA1
ZBTB22
C20orf24
HMGN4
ETV4
HMGXB4
PTTG3P
P4HA2
IQSEC1
RNF26
SPARC
FOXD2
PRKCD
ABCB8
HIST1H3D
SMC1A
MRPS12
SRP72
KIF3B
GPSM1
MTL5
FRMD8
TMEM180
DUS1L
LENEP
C5orf28
SRPRB
ATP8B3
MED15
NRAS
MEX3A
STIM1
TMEM38B
FAM53C
PKD1
ENSA
ARFGEF2
SPATA24
MUTYH
STRADA
TFAP4
LOC729234
SSBP1
ZNF446
CSMD2
C14orf106
C15orf34
HCG18
PDCL
ADAM9
LRRC37A
SWAP70
C1orf104
UIMC1
LARP4B
C1orf56
C8orf76
GEMIN6
APBA3
TMEM115
BRI3BP
MTMR11
PRPF31
FAT1
KIAA1530
LOC150197
HSPA14
RHBDD3
TRMU
HIST1H2BL
NEDD8
RTN3
LOC256880
UBE2Z
ZMAT2
STAG3L2
HNRNPA3P1
PDGFB
DBR1
AGAP1
PDIA6
BAZ1B
C17orf82
C6orf136
CS
RAB3A
BUD31
MLF1IP
GPR137C
CAMK2N2
LOC339674
SC65
APH1A
ANGEL2
POLR2D
NDST1
C17orf55
MKL1
SH2B2
SLCO2A1
CRELD1
TMEM111
HRAS
NEDD1
HKDC1
NDRG3
DEPDC1B
RNF4
SAMM50
TMEM80
MRPS14
C8orf47
HSPB1
GEMIN7
NFKBIL1
FABP5
CCDC138
WASH3P
CLIC1
AFAP1L1
DDX55
PABPC1L
MLH3
ITGA2
WDR24
NFKB2
UBE2D2
BRP44
TULP4
ZCCHC17
DPAGT1
DGKZ
BICD1
TTYH3
CEP72
STC1
HLTF
C14orf33
RCC1
SREBF2
SEPT3
CCDC85C
UTP15
COG7
C1orf182
MAPKAPK3
UTP23
SATB2
MFN1
FAM49B
MRPS7
WDR85
C2orf29
PPIL5
ZNF337
PFN4
MRPS21
COX4I2
WDYHV1
BRIP1
TEKT5
TOR3A
DNAJB2
SF3B2
RDM1
BTG3
NLE1
E2F7
HIST2H3C
MLL2
C2CD3
YWHAZ
PRPF6
MDM4
TMEM150B
RXRB
TTC26
SRP68
C16orf75
DDX56
NEIL3
PLVAP
NRIP2
C7orf28B
VPS54
PFDN2
NIN
RPL36A
TSC1
TMEFF1
BRE
FBXL6
TPCN1
MAPKAP1
FAM122B
MGC2752
RAB22A
TRMT2A
DAGLA
ASB16
GAS5
LOC80154
AACS
KLHDC3
AHCTF1
POLE2
CARM1
ZNF414
DENND5A
PQBP1
ISG20L2
DNAJC13
RIMBP3
DEPDC1
C15orf61
KCTD1
PFAS
CASK
TRIM39
ZNF581
NPRL3
GDPD1
DYNLRB1
OTUB1
NMB
HSP90AB2P
LOC401052
BAG2
DGCR2
NUDT17
C15orf17
NOP2
ANAPC1
LOC399815
RFC1
ABL2
TMED9
ZNF681
CCNB3
PRND
ZNF746
ZNF300
CPXM1
DBNDD1
GLI4
C10orf35
RINT1
SRRM5
EGLN2
TAF11
COL9A1
LASP1
ZNF836
EBF3
CCDC14
HOXD3
STXBP4
RABGGTB
GLA
HTATSF1
LEF1
APEX1
TKT
PABPC1
C4orf43
HS1BP3
ZNF718
E2F5
EME2
C19orf57
CUEDC1
PARS2
PEX11B
ST6GALNAC4
NKIRAS2
FAM103A1
H3F3A
SPAG5
PBXIP1
FAM69B
C17orf62
SOCS5
GPC3
ZSCAN21
MCF2L
CDC7
EFCAB7
KCTD2
USP3
MRM1
RPP40
NR6A1
ATL3
SLC6A9
?
C6orf129
CACNA1C
FAM178A
DCST2
ZNF182
SCARA3
PON2
BBC3
MYH9
CCDC24
ALG1L
NUP62
PECAM1
SUPT7L
AP4B1
TH1L
ZNF525
ANKRD54
SLC35E2
FKBP1A
S100A10
SNRNP70
C11orf80
NOMO2
ZNF543
DPM2
SFTA1P
ARF1
MLH1
C1orf58
ZNF550
IQCB1
KLHL17
MAPK12
NDE1
LOC389791
LPAR4
EVI5L
GATS
GGA1
DTX2
ARHGEF15
EIF5B
FAM155B
EXOC6
SHARPIN
CSTB
FAM24B
PPP2R5A
ZNF841
GBA2
