ANGPTL6
ABP1
NIPAL1
ZBTB43
BACH2
ANG
MANEA
GSPT2
C5AR1
DNMBP
LOC338758
SEPT10
MOGAT1
HIPK3
C1QTNF7
DAO
FAM163A
CHN2
RP2
NRG1
KIAA0040
PATL1
KIAA0664
MYO1F
LRRFIP1
DDO
C17orf85
PRRG1
LRRK2
UQCRC2
LRRC40
SLC47A1
ASXL3
LOC100240735
HELQ
DGKE
OXT
UFSP2
COQ5
L2HGDH
TNFSF13
GLUD2
C1orf38
GCLC
AKT1
C15orf33
CSNK1G3
MSR1
IPCEF1
HEBP2
ACSM2B
DPPA4
CD300C
C19orf38
GRAMD3
CLEC4D
PTGIR
NT5E
HAGH
ANO1
LRP1
KCNJ15
ZAN
RGPD1
PVRL3
MPPED1
TRIM22
C11orf66
MYADM
SPAG7
NUP88
EMR4P
GLDC
FPR3
PLCB2
ZBTB1
HDC
REEP3
CTAGE1
LOC285456
KLF12
PPID
MFN2
ZNF22
ETS1
PIK3R4
CCDC68
DAPK1
PARP11
SSC5D
AP1AR
WDR66
NFKBIA
HPGD
PLEK2
FNIP2
CPS1
C3orf23
CMYA5
ZC3H12A
CD300E
ACY3
CFHR3
ERMAP
REEP6
PAIP2B
SERPINA6
SLC34A1
CLCN5
EMILIN1
PDE8B
GRIK1
CNTLN
CR1
C16orf80
RAP1B
CALML3
UTP3
USP43
USP10
C20orf132
CLDND1
ATG2A
DCTN6
WDR36
NAALADL2
HCLS1
HINT2
FCN1
PCGF5
MT1L
PITPNB
CLRN1OS
PLEKHA1
EXPH5
GSTM1
AMOTL2
MON2
ELL2
ENC1
PIK3R5
CCNI
GAMT
ARSE
FHL2
ACADVL
KLHDC2
ABCA9
GALT
HMGN3
ABHD14B
LST1
CLK1
TENC1
PERP
PCSK6
HIGD1A
PTCRA
CXorf21
MT1DP
FOXF1
DNAJA1
ZNF484
ATPAF1
SAMD11
RWDD4A
GCSH
C13orf27
RIC3
C11orf21
GIMAP4
SLC28A3
PGLYRP1
CCDC106
KIAA0776
TAGAP
DACT1
CXCR2
SPRED2
OXNAD1
SLC2A9
LRRC19
ANAPC16
MGLL
L1CAM
CYP2A6
KIAA0564
FAM167B
NR4A2
BOK
ARF6
LCP2
BZW1
C9orf123
PTPRO
KLHL2
DDAH1
GLRX
ZC3H12C
KANK4
ANKRD24
SFRS15
PTPLAD2
SGMS2
R3HCC1
RAP1A
ABCG8
MBL1P
ARL6IP1
ANKRD46
WWC2
C14orf167
FILIP1L
C12orf66
FBXO3
APOC3
TBRG1
PPIF
OXSM
DCAF5
HES1
MGC27382
MTERFD2
LILRB2
RASSF5
HADHB
HSDL2
PGRMC1
CCNB1IP1
ADIPOR2
IRAK3
CA5A
ARAP2
C16orf52
CCDC69
SLC7A8
DDX60L
ZNF511
GOT1
FBXL4
WNT11
GOPC
PGA3
HEY2
DHRS4L1
C10orf25
MYH10
CBWD3
PHB2
FOXO3
CHMP2B
CR1L
EVI2B
SLC24A4
DIXDC1
GSTA1
DHRS4
PUS3
LHPP
NEIL1
GLTPD1
FMO5
KLRB1
FXYD6
MNDA
MAK
CHTF8
ZFAND6
HSD17B12
TMLHE
SELL
CSF1R
CLEC7A
IL6ST
IRF2
ACOX3
DIO1
PSMA2
RIN3
SAMSN1
LILRB1
COG8
PLEKHA4
BMP2K
C10orf125
SEC24D
TFPI2
ATP5J
FAM59A
DIO3OS
DEFA1B
GNB4
WFDC1
PI4K2B
SRPR
ARCN1
EFCAB1
AQP7P3
NCRNA00119
DNAH2
C8orf79
PECI
EVI5
AMN
CD1C
ZNF790
CCPG1
SLC17A3
GOLPH3
KYNU
C10orf118
WDR64
CD69
CAND2
HELB
FLVCR2
ATXN7
KGFLP2
FAM169B
TM6SF2
CCS
FGD2
NUDT21
SPSB1
CLEC10A
NCAM1
C1QB
SIAH1
SGCA
SLC5A7
MAFF
SETX
FOXRED1
BNIP3L
CEACAM4
SORBS2
THRAP3
DENND5B
C12orf29
RBP4
TBX20
FLJ34503
SCGB3A1
GPM6B
BCL3
L3MBTL4
CAMP
BIN2
COX18
ARPM1
ZCCHC14
RILPL2
IL1RL1
ORMDL3
SLITRK2
USP18
MCCC1
MAPK8
PDK2
BCKDK
EHBP1
MMAB
PGM3
KAT2B
DECR1
SMAD7
RAB20
ZNF662
SLCO4C1
FOXA3
EYA2
HLF
DDT
ING3
AMD1
SLC16A13
PIM1
ZNF334
SNAPC5
NLRP3
MCPH1
UBR3
C19orf12
XPA
C6orf204
SENP8
SLC39A8
CLC
TTC7B
WHAMML1
ACAD8
CLEC12B
MARCH1
IKZF5
IL18RAP
LILRA4
PIK3R1
SEMA4B
CYP2E1
VPS36
FCER1G
PNMA2
RAMP3
KLRG1
LY86
SCN7A
SFT2D1
IRS2
IL10RA
ZC3H13
SURF1
MYCBP2
FAM65B
GLTPD2
C16orf54
TLR3
COQ4
SMPD1
OAS1
NTN4
WDR89
XRN1
ABHD5
ADAM6
CUL3
TLE4
CCL3L3
SUMO1P3
RNASE3
EPAS1
FAM108B1
PTPRD
RGPD4
AMPH
LOC729603
SMG1
DBI
CD83
CASP6
GSTM2
TNR
CXorf66
NPAS4
ALMS1P
NECAP1
PPP3CC
DENND4A
PI16
KIAA1671
C22orf13
CELF1
COL4A3BP
MAGI1
SEC22B
LPHN2
RGAG4
SFRS4
NUDT15
SYNJ2BP
PCGF6
HNMT
RRAGA
?
UCHL3
C2orf72
APOC1P1
CLDN1
METTL10
CASS4
CCDC158
ZNF649
TRIM58
TAS2R60
PTEN
RIT2
HSD11B1
UAP1
CDKN1B
TMTC3
LOC285733
MGC21881
COQ10B
CLEC9A
CNOT7
PEX11A
PLA2G5
BMPR2
MRPS31
TMEM188
RSBN1
CCDC42
BLK
MTM1
CYP2D6
PLIN1
ASH2L
ADAMTS2
DUSP2
CD82
RUNDC2C
MAFB
LYSMD3
TRPC2
ACO1
PRUNE2
RMND1
MMACHC
AMPD1
RAB5A
SNED1
ZNF470
C18orf8
IMP3
ADAP2
MOBKL2C
LOC339240
RNMTL1
SNX18
CCDC89
CCND1
C14orf28
ZRANB1
MVK
PDE6G
FAM102A
BAZ2B
C9orf130
SLC22A7
MS4A4A
LOC100129066
TSHZ1
PTPN21
LOC339524
GDF6
CYBB
TMEM176A
CD86
ACBD5
MTUS1
TBC1D23
PPP1R1A
LEFTY2
POLR3B
IGFBP4
EMR3
GAPT
SH3D19
HSD17B8
IGLON5
PSMD5
MIPEP
RNF175
RPP14
MDP1
MORC3
SFRS7
FEM1C
WTAP
GNG12
NAP1L3
KCNJ10
MED4
HBEGF
CAST
SPSB3
NUBP1
MRPS6
GALC
GRAP
CXXC5
PARP9
BACH1
ZDHHC2
MUL1
TECTA
ACOT13
PKP2
SSBP3
NEU4
ZNF326
SLA
FKRP
SLC5A3
C19orf59
UBE2J1
PROX1
RASGRP2
ASTE1
GLYCTK
ATAD3C
PHC2
C9orf43
MTCP1NB
VAMP2
SENP6
EPX
TH
TXNDC11
RAPH1
KLHL8
PLK2
MAPRE2
AMDHD1
IFT88
ADRB2
FBXW7
TOLLIP
PITPNA
DDC
C12orf68
EFHD1
MBNL1
FAM96A
GIMAP6
LOC100216001
LMO7
FAAH
FLJ10661
RPRD1B
ST13
FOLR3
DCXR
IDH2
RPS6KA5
C1QA
NAA30
NAF1
L3MBTL3
PGAP3
WBP4
FAM18B
FAM160A2
LIME1
BCL2A1
RBM16
ENTPD5
GPR109A
GOSR1
THPO
C5orf27
LOC646982
PPP1R15B
LYPD2
C9orf64
PHYHD1
SLC16A10
GATA4
CNTN3
RPL31P11
TPH2
PDGFC
SOD2
FUT10
VAV2
POU6F2
GATA3
SLC7A2
SUCLA2
SLC35A5
TMEM176B
CRADD
AQP7P1
ATP1B2
TSKU
GPSM3
DDTL
SORBS3
KIAA1919
IL7R
SLC37A2
MS4A3
MGST2
BTK
CMTM2
LYSMD2
SHF
TMEM232
PHF10
ABI3BP
BIN3
PCNX
CDC14C
MRPS18C
ZFHX4
SEZ6L
PALM2-AKAP2
HIVEP2
ENTPD8
HEXIM1
SLC25A22
SETBP1
STK38L
TEC
SHH
B3GALT2
LGMN
PTGER4
CCL3L1
ISPD
RGL1
SLC20A1
IMPACT
RRN3P1
FFAR3
ICAM3
SYT9
NR1I3
DHRS4L2
MOSC1
FYTTD1
RSPH10B2
C2orf3
ALS2
PLCXD3
C17orf91
ZNF395
GCNT2
C6orf35
GLYATL2
EPSTI1
PLSCR1
SIRPB1
TNF
OAZ2
TRA2B
RGPD3
EOMES
AURKC
MIDN
FAM95B1
CYTIP
HCK
CMAS
USP53
RNF217
AG2
XAF1
CD33
TNFRSF10B
EIF2AK3
OR2W3
AOC3
FNDC3A
CA13
BCLAF1
CEBPB
SLC25A26
WWOX
STX12
RANBP2
C20orf3
PTGR1
PCYOX1
MAP3K5
HNRNPF
MBLAC2
UPK1B
AFF1
NFKB1
ISCA1
ALPL
ZNF828
PCDH7
LRRC28
SIK3
RND1
UGT1A9
ANKRD37
GSTM2P1
CARKD
NOL4
RUNX3
PYGL
MFSD8
C3orf37
C17orf102
RGPD6
SCML4
NCAM2
FLRT3
MTRF1L
RAB26
MTCH2
BRD1
TMC8
SLC4A10
EIF2AK4
EIF1B
KANK1
METTL7B
TACSTD2
TBX21
ERLIN2
API5
C14orf37
TDRD1
SIGLEC10
FREM1
C6orf122
ZFY
CD68
KIAA1409
tAKR
ANKS1A
SEC14L4
MRPL16
CPNE8
FCER1A
KCNJ8
DEFA4
MINPP1
RNF128
LPAR5
CLEC4C
THRSP
ERVFRDE1
SFRS2IP
NCF1B
MTMR10
CAMK2B
ELAC1
FGF23
CCR2
SPI1
KRR1
COL20A1
AADAC
TGFBR3
C4orf33
C6orf120
MAP3K2
NRAP
RFX2
KRT8
SC5DL
HBS1L
AJAP1
CYLD
MPO
DYRK1A
ANXA8
USP9X
